"Species","Common","IUIS Allergen","Type","Group*","Length","GI#@","First Version"
"Olea europaea","Olive tree","Ole e 1.0104","Aero Plant","Olea Ole e 1","145","1362131","7"
"Olea europaea","Olive tree","Ole e 1","Aero Plant","Olea Ole e 1","137","1362132","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","136","1362133","7"
"Olea europaea","Olive tree","Ole e 1.0103","Aero Plant","Olea Ole e 1","145","1362136","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","136","1362137","7"
"Olea europaea","Olive tree","Ole e 1.0105","Aero Plant","Olea Ole e 1","146","2465127","7"
"Olea europaea","Olive tree","Ole e 1.0106","Aero Plant","Olea Ole e 1","146","2465129","7"
"Olea europaea","Olive tree","Ole e 1.0107","Aero Plant","Olea Ole e 1","146","2465131","7"
"Olea europaea","Olive tree","Ole e 1.0101","Aero Plant","Olea Ole e 1","130","13195753","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","134","37724597","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","135","37724593","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","132","37548753","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","131","33329758","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","132","33329756","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","132","33329754","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","131","33329752","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","131","33329750","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","129","33329748","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","131","33329744","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","132","33329738","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","132","33329732","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","132","33325115","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","140","145313982","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","140","145313984","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","140","145313988","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","140","145313990","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","140","145313992","9"
"Olea europaea","Olive tree","Ole e 10","Aero Plant","Olea Ole e 10","123","29465664","7"
"Olea europaea","Olive tree","Ole e 11.0102","Aero Plant","Olea Ole e 11.0101 and 0102","364","68270856","11"
"Olea europaea","Olive tree","Ole e 11.0101","Aero Plant","Olea Ole e 11.0101 and 0102","364","269996495","11"
"Olea europaea","Olive tree","Unassigned","Aero Plant","olea Ole e 12","308","449061782","14"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 13","226","449061783","14"
"Olea europaea","Olive tree","Ole e 2","Aero Plant","Olea Ole e 2","134","3914427","7"
"Olea europaea","Olive tree","Ole e 2","Aero Plant","Olea Ole e 2","134","3914428","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 2","131","576017874","15"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 2","131","576017774","15"
"Olea europaea","Olive tree","Ole e 2.0101","Aero Plant","Olea Ole e 2","134","2465133","15"
"Olea europaea","Olive tree","Ole e 3.0101","Aero Plant","Olea Ole e 3","84","3337403","7"
"Olea europaea","Olive tree","Ole e 3","Aero Plant","Olea Ole e 3","52","37725377","7"
"Olea europaea","Olive tree","Ole e 5.0101","Aero Plant","Olea Ole e 5","30","122064581","8"
"Olea europaea","Olive tree","Ole e 5","Aero Plant","Olea Ole e 5","152","39840779","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","145313972","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347106","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","144","160347108","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347112","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347120","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347122","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347124","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347126","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347130","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347134","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160347138","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962543","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962547","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962557","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962569","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962577","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962583","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","144","160962587","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962591","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962597","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962611","9"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 5","152","160962613","9"
"Olea europaea","Olive tree","Ole e 6.0101","Aero Plant","Olea Ole e 6","50","2276458","11"
"Olea europaea","Olive tree","Ole e 7","Aero Plant","Olea Ole e 7","21","22002032","7"
"Olea europaea","Olive tree","Ole e 8","Aero Plant","Olea Ole e 8","171","6901654","7"
"Olea europaea","Olive tree","Ole e 8.0101","Aero Plant","Olea Ole e 8","171","6901652","11"
"Olea europaea","Olive tree","Ole e 9","Aero Plant","Olea Ole e 9","460","14279169","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 9","101","166235350","9"
"Ommastrephes bartramii","red squid","Unassigned","Food Animal","Ommastrephes tropomyosin","284","83715934","7"
"Onchocerca volvulus","Parasitic nematode","Unassigned","Worm (parasite)","Onchocerca tropomyosin","284","42559586","12"
"Oncorhynchus keta","chum salmon","Onc k 5.0101","Food Animal","Oncorhynchus Onc k 5","193","296040357","15"
"Oncorhynchus mykiss","rainbow trout","Onc m 1.0101","Food Animal","Oncorhynchus Rainbow trout parv Onc m 1","108","288559139","11"
"Oncorhynchus mykiss","rainbow trout","Onc m 1.0201","Food Animal","Oncorhynchus Rainbow trout parv Onc m 1","107","288559140","11"
"Oratosquilla oratoria","mantis shrimp","Unassigned","Food Animal","Oratosquilla tropomyosin","284","162286975","9"
"Oreochromis mossambicus","Mozambique tilapia","Ore m 4.0101","Food Animal","Oreochromis Ore m 4 tropomyosin","284","410060781","14"
"Oryctolagus cuniculus","European rabbit�","Ory c 3.A.0101","Aero Animal","Oryctolagus Ory c 3","93","11993600","15"
"Oryctolagus cuniculus","European rabbit�","Ory c 3.B.0101","Aero Animal","Oryctolagus Ory c 3","90","11993592","15"
"Oryza sativa","Rice","Unassigned","Food Plant","Oryza Glyoxalase I","291","84029333","7"
"Oryza sativa","Rice","Ory s 1.0101","Aero Plant","Oryza Ory s 1","263","1173557","8"
"Oryza sativa","Rice","Unassigned","Aero Plant","Oryza Ory s 1","267","8118439","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Glyoxalase I","291","16580747","7"
"Oryza sativa (japonica cultivar-group)","Rice","Ory s 1","Aero Plant","Oryza Ory s 1","267","109913547","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Aero Plant","Oryza putative polcalcin Phl p 7","82","45736119","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","157","23616954","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","165","218193","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","157","218197","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","111","1304216","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","109","1304217","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","113","1304218","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","166","1398913","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","160","1398915","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","157","1398916","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","160","1398918","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","157","2827316","7"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","166","114152865","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","163","114152864","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","160","23495787","8"
"Oryza sativa (japonica cultivar-group)","Rice","Unassigned","Food Plant","Oryza Trypsin alpha-amylase inhibitor","160","23616947","7"
"Ostrya carpinifolia","European hop hornbeam","Ost c 1.0101","Aero Plant","Ostrya Ost c 1pollen allergen","160","300872535","12"
"Pachycondyla chinensis","Asian needle ant","Unassigned","Venom or Salivary","Pachycondyla Pac c 3 allergen","199","169822894","10"
"Pandalus borealis","caribean shrimp","Pan b 1.0101","Food Animal","Pandalus Pan b 1","284","312831088","12"
"Panulirus stimpsoni","Lobster","Pan s 1.0101","Food Animal","Panulirus Pan s 1","274","3080761","11"
"Paralithodes camtschaticus","Kamchatka crab","Unassigned","Food Animal","Paralithodes tropomyosin","284","125995163","8"
"Paralithodes camtschaticus","Kamchatka crab","Unassigned","Food Animal","Paralithodes tropomyosin","284","125995165","8"
"Parietaria judaica","Weed","Par j 1","Aero Plant","Parietaria Par j 1","143","741844","7"
"Parietaria judaica","Weed","Par j 1.0102","Aero Plant","Parietaria Par j 1","176","1532058","7"
"Parietaria judaica","Weed","Par j 1.0101","Aero Plant","Parietaria Par j 1","133","992612","15"
"Parietaria judaica","Weed","Par j 1.0103","Aero Plant","Parietaria Par j 1","139","95007033","15"
"Parietaria judaica","Weed","Par j 1.0201","Aero Plant","Parietaria Par j 1","138","706811","15"
"Parietaria judaica","Weed","Par j 2.0102","Aero Plant","Parietaria Par j 2","133","1532056","7"
"Parietaria judaica","Weed","Par j 2.0101","Aero Plant","Parietaria Par j 2","133","2497750","7"
"Parietaria judaica","Weed","Par j 3.0102","Aero Plant","Parietaria Par j 3 profilin","131","14423869","7"
"Parietaria judaica","Weed","Par j 3.0101","Aero Plant","Parietaria Par j 3 profilin","132","14423876","7"
"Parietaria judaica","Weed","Par j 3.0201","Aero Plant","Parietaria Par j 3 profilin","131","444175753","14"
"Parietaria judaica","Weed","Par j 4.0101","Aero Plant","Parietaria Par j 4","84","201071363","15"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","12","75139847","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","17","1311509","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","15","1311510","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","15","1311511","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","15","1311512","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","30","1311513","7"
"Parietaria officinalis","Weed","Par o 1","Aero Plant","Parietaria Par o 1","24","1836011","7"
"Parietaria officinalis","Weed","Unassigned","Aero Plant","Parietaria Par o 1","25","1836010","7"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","169","338930686","12"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","169","338930684","12"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","169","338930682","12"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","169","338930680","12"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","393","338930678","12"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","393","338930676","12"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","391","338930674","12"
"Paspalum notatum","Bahia grass","Unassigned","Aero Plant","Paspalum group 13 pollen allergen","395","338930672","12"
"Paspalum notatum","Bahia grass","Pas n 1.0101","Aero Plant","Paspalum Pas n 1 beta expansin","265","168419914","10"
"Penaeus monodon","Black tiger shrimp","Pen m 1.0101","Food Animal","Penaeus Pen m 1 tropomyosin","284","60892782","15"
"Penaeus monodon","Black tiger shrimp","Pen m 2","Food Animal","Penaeus Pen m 2","356","27463265","7"
"Penaeus monodon","Black tiger shrimp","Unassigned","Food Animal","Penaeus Pen m 2","356","308154236","12"
"Penaeus monodon","Black tiger shrimp","Pen m 3.0101","Food Animal","Penaeus Pen m 3 myosin light chain","177","317383196","12"
"Penaeus monodon","Black tiger shrimp","Pen m 4.0101","Food Animal","Penaeus Pen m 4 sarcoplasmic calcium binding","193","317383198","12"
"Penicillium brevicompactum","Fungus","Pen b 26.0101","Aero Fungi","Penicillium Pen b 26","107","59894749","7"
"Penicillium chrysogenum","Fungus","Pen ch 18.0101","Aero Fungi","Penicillium Pen 18","494","7963902","7"
"Penicillium chrysogenum","Fungus","Pen ch 18","Aero Fungi","Penicillium Pen 18","494","14215732","7"
"Penicillium chrysogenum","Fungus","Pen ch 13.0101","Aero Fungi","Penicillium Pen ch 13","397","6684758","7"
"Penicillium chrysogenum","Fungus","Pen ch 13","Aero Fungi","Penicillium Pen ch 13","398","21069093","7"
"Penicillium chrysogenum","Fungus","Pen ch 20","Aero Fungi","Penicillium Pen ch 20","117","999009","7"
"Penicillium chrysogenum","Fungus","Pen ch 35.0101","Aero Fungi","Penicillium Pen ch 35","324","300679427","15"
"Penicillium citrinum","Fungus","Unassigned","Aero Fungi","Penicillium Pen 18","457","4588118","7"
"Penicillium citrinum","Fungus","Unassigned","Aero Fungi","Penicillium Pen 18","358","12005501","7"
"Penicillium citrinum","Fungus","Pen c 19","Aero Fungi","Penicillium Pen c 19","503","14423733","7"
"Penicillium citrinum","Fungus","Pen c 22","Aero Fungi","Penicillium Pen c 22","438","13991101","7"
"Penicillium citrinum","Fungus","Pen c 24","Aero Fungi","Penicillium Pen c 24","228","38326693","7"
"Penicillium citrinum","Fungus","Pen c 3","Aero Fungi","Penicillium Pen c 3","167","5326864","7"
"Penicillium citrinum","Fungus","Pen c 30.0101","Aero Fungi","Penicillium Pen c 30","733","82754305","7"
"Penicillium citrinum","Fungus","Pen c 32.0101","Aero Fungi","Penicillium Pen c 32","290","121584258","8"
"Penicillium citrinum","Fungus","Unassigned","Aero Fungi","Penicillium Pen ch 13","397","4587983","7"
"Penicillium crustosum","Fungus","Pen cr 26.0101","Aero Fungi","Penicillium crustosum  Pen cr 26 60s P1","107","371537645","13"
"Penicillium oxalicum","Fungus","Pen o 18.0101","Aero Fungi","Penicillium Pen 18","503","12005497","7"
"Periplaneta americana","American cockroach","Unassigned","Aero Insect","Periplaneta americana Per a 11","494","821092692","16"
"Periplaneta americana","American cockroach","Unassigned","Aero Insect","Periplaneta americana Per a 12","407","821092694","16"
"Periplaneta americana","American cockroach","Unassigned","Aero Insect","Periplaneta GST","216","60678789","7"
"Periplaneta americana","American cockroach","Unassigned","Aero Insect","Periplaneta GST","216","359326557","15"
"Periplaneta americana","American cockroach","Per a 7.0102","Aero Insect","Periplaneta Per 7","284","4378573","7"
"Periplaneta americana","American cockroach","Per a 7.0101","Aero Insect","Periplaneta Per 7","284","4468639","7"
"Periplaneta americana","American cockroach","Unassigned","Aero Insect","Periplaneta Per 7","284","239740599","11"
"Periplaneta americana","American cockroach","Per a 1.0201","Aero Insect","Periplaneta Per a 1","446","2231297","7"
"Periplaneta americana","American cockroach","Per a 1.0104","Aero Insect","Periplaneta Per a 1","274","2253610","7"
"Periplaneta americana","American cockroach","Per a 1.0103","Aero Insect","Periplaneta Per a 1","395","2580504","7"
"Periplaneta americana","American cockroach","Per a 1.0102","Aero Insect","Periplaneta Per a 1","228","2897849","7"
"Periplaneta americana","American cockroach","Per a 1.0101","Aero Insect","Periplaneta Per a 1","231","4240399","7"
"Periplaneta americana","American cockroach","Unassigned","Aero Insect","Periplaneta Per a 1","124","30144660","7"
